SAMPLE	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE	GENE_CLEAN
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_14337	3	686	+	aadA5_1	106-789/789	..=============	0/0	86.69	99.85	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin	aadA5
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_15023	1112	2595	+	tet(O)_1	1-1484/1920	============...	0/0	77.29	99.26	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline	tet(O)
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_15392	5	734	+	blaOXA-334_1	1-730/825	==============.	0/0	88.48	97.81	resfinder	KF203108	blaOXA-334		blaOXA-334
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_15813	4	598	+	aph(3'')-Ib_2	6-600/804	============...	0/0	74.00	99.83	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_1686	364	1106	-	erm(B)_18	20-762/762	===============	0/0	97.51	99.73	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_17619	1	1176	-	tet(39)_2	1-1176/1188	===============	0/0	98.99	99.49	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_3735	759	1613	-	sul1_5	13-867/867	===============	0/0	98.62	99.77	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_8752	5	686	-	aadA13_1	117-798/798	..=============	0/0	85.46	96.92	resfinder	AY713504	aadA13	Spectinomycin;Streptomycin	aadA13
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_8766	133	627	-	lnu(C)_1	1-495/495	===============	0/0	100.00	98.99	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR2938321	/home/user/ww_amr_batch/contigs/SRR2938321.contigs.fa	k141_984	1	649	-	ant(6)-Ia_3	1-649/867	============...	0/0	74.86	100.00	resfinder	KF864551	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_13008	457	1199	+	erm(B)_18	20-762/762	===============	0/0	97.51	99.73	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_14519	1	860	-	FloR_4	46-905/1215	============...	0/0	70.78	84.30	resfinder	CP136914	FloR	Chloramphenicol;Florfenicol	FloR
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_14570	1	719	-	tet(39)_2	1-719/1188	==========.....	0/0	60.52	99.72	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19204	12	1262	-	cfr(C)_2	1-1251/1251	===============	0/0	100.00	99.68	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M	cfr(C)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19363	1861	3078	+	mef(A)_2	1-1218/1218	===============	0/0	100.00	95.07	resfinder	U83667	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19363	3198	4661	+	msr(D)_3	1-1464/1464	===============	0/0	100.00	98.36	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_19562	15	860	+	aadA11_1	1-846/846	===============	0/0	100.00	96.34	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin	aadA11
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_2338	1855	2657	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_2338	2657	3493	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_23811	1	798	+	mph(A)_1	109-906/906	.==============	0/0	88.08	99.88	resfinder	D16251	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin	mph(A)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_25014	1	579	+	catB3_2	55-633/633	.==============	0/0	91.47	99.83	resfinder	U13880	catB3	Chloramphenicol	catB3
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_25670	148	978	-	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_30857	283	1503	-	tet(40)_1	1-1221/1221	===============	0/0	100.00	99.51	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline	tet(40)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_32455	975	1469	-	lnu(D)_1	1-495/495	===============	0/0	100.00	83.64	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_35391	801	2720	+	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.69	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline	tet(O)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_36791	238	1184	-	tet(C)_3	245-1191/1191	...============	0/0	79.51	99.68	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline	tet(C)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_3759	299	1165	+	ant(6)-Ia_3	1-867/867	===============	0/0	100.00	99.89	resfinder	KF864551	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_42084	175	528	+	lnu(D)_1	1-354/495	===========....	0/0	71.52	100.00	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_42318	624	2099	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_42318	2155	3039	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_43980	1	790	-	blaOXA-2_1	1-790/828	===============	0/0	95.41	99.49	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_47078	1	831	-	ere(A)_2	19-849/1227	===========....	0/0	67.73	99.76	resfinder	AF099140	ere(A)	Erythromycin	ere(A)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_50175	866	2785	-	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.84	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline	tet(W)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_5236	1060	1926	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_5236	2404	3205	-	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.63	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_52575	100	594	+	lnu(C)_1	1-495/495	===============	0/0	100.00	97.78	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_52707	415	1230	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole	sul2
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_53770	1	732	-	cmx_1	54-785/1176	===========....	0/0	62.24	95.77	resfinder	U85507	cmx	Chloramphenicol	cmx
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_7920	35	493	+	aac(6')-Il_1	1-459/459	===============	0/0	100.00	100.00	resfinder	U13880	aac(6')-Il	Amikacin;Tobramycin	aac(6')-Il
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_8062	2418	3230	+	aadA2_1	7-819/819	===============	0/0	99.27	99.75	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin	aadA2
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_8582	1	683	-	aadA5_1	25-707/789	==============.	0/0	86.57	99.56	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin	aadA5
SRR2938322	/home/user/ww_amr_batch/contigs/SRR2938322.contigs.fa	k141_92	389	897	-	blaOXA-211_1	317-825/825	.....==========	0/0	61.70	99.02	resfinder	JN861779	blaOXA-211	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-211
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_11972	958	2175	+	mef(A)_2	1-1218/1218	===============	0/0	100.00	95.07	resfinder	U83667	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_11972	2295	3758	+	msr(D)_3	1-1464/1464	===============	0/0	100.00	98.43	resfinder	AF227520	msr(D)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Telithromycin;Virginiamycin_S	msr(D)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_16998	884	2071	+	tet(39)_2	1-1188/1188	===============	0/0	100.00	99.83	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_1773	1	748	-	aadA5_1	9-756/789	===============	0/0	94.80	98.53	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin	aadA5
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_20106	99	960	+	cfr(C)_2	1-862/1251	===========....	0/0	68.90	99.30	resfinder	CANB01000378	cfr(C)	Chloramphenicol;Clindamycin;Dalfopristin;Florfenicol;Lincomycin;Linezolid;Pristinamycin_IIA;Tiamulin;Virginiamycin_M	cfr(C)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_21230	48	581	-	ant(2'')-Ia_1	1-534/534	===============	0/0	100.00	99.81	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin	ant(2'')-Ia
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_26210	1	818	-	mef(C)_1	1-818/1224	===========....	0/0	66.83	99.63	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_29178	429	1619	+	tet(C)_3	1-1191/1191	===============	0/0	100.00	99.92	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline	tet(C)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_29584	1179	3098	-	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.74	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline	tet(W)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_30793	945	1377	+	aac(6')-Il_1	1-433/459	===============	0/0	94.34	100.00	resfinder	U13880	aac(6')-Il	Amikacin;Tobramycin	aac(6')-Il
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_32207	1254	1610	+	lnu(C)_1	1-357/495	===========....	0/0	72.12	96.64	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_33099	42	815	+	blaOXA-2_1	55-828/828	===============	0/0	93.48	100.00	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_33231	1	646	+	aph(6)-Id_1	182-827/837	...============	0/0	77.18	99.69	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_3564	1	563	-	blaGES-2_1	1-563/864	==========.....	0/0	65.16	99.82	resfinder	AF326355	blaGES-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin	blaGES-2
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_38733	92	902	-	ant(3'')-Ia_1	162-972/972	..=============	0/0	83.44	99.38	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_40228	996	1741	+	tet(40)_1	1-746/1221	==========.....	0/0	61.10	99.87	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline	tet(40)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_40633	873	1739	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_4216	804	2723	+	tet(O)_1	1-1920/1920	===============	0/0	100.00	99.74	resfinder	M18896	tet(O)	Doxycycline;Minocycline;Tetracycline	tet(O)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_43251	170	2089	-	tet(M)_5	1-1920/1920	===============	0/0	100.00	98.65	resfinder	U58985	tet(M)	Doxycycline;Minocycline;Tetracycline	tet(M)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_44250	96	622	+	aadA11_1	21-547/846	==========.....	0/0	62.29	97.34	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin	aadA11
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_44530	96	695	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	99.33	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin	aac(6')-Ib-cr
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_7346	424	1166	+	erm(B)_18	20-762/762	===============	0/0	97.51	99.73	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_839	982	1866	-	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_839	1922	3397	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_9638	464	958	+	lnu(D)_1	1-495/495	===============	0/0	100.00	84.04	resfinder	EF452177	lnu(D)	Lincomycin	lnu(D)
SRR2938323	/home/user/ww_amr_batch/contigs/SRR2938323.contigs.fa	k141_9724	190	992	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_1251	1	631	+	sul1_15	210-840/840	...============	0/0	75.12	99.68	resfinder	EF667294	sul1	Sulfamethoxazole	sul1
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_4131	9	518	-	aph(6)-Id_1	328-837/837	.....==========	0/0	60.93	99.41	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_5260	816	2291	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_5260	2347	3231	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_572	1	569	-	blaOXA-2_1	41-609/828	============...	0/0	68.72	100.00	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_6205	10	517	-	blaOXA-4_1	117-624/831	..==========...	0/0	61.13	99.41	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_723	858	1936	-	mef(A)_2	140-1218/1218	.==============	0/0	88.59	95.64	resfinder	U83667	mef(A)	Azithromycin;Erythromycin	mef(A)
SRR2938324	/home/user/ww_amr_batch/contigs/SRR2938324.contigs.fa	k141_781	84	578	+	lnu(C)_1	1-495/495	===============	0/0	100.00	97.17	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_19032	14990	15805	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole	sul2
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_19217	1	529	-	lnu(F)_1	215-743/822	...===========.	0/0	64.36	99.06	resfinder	EU118119	lnu(F)	Lincomycin	lnu(F)
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_25412	204	969	-	ere(A)_6	456-1221/1221	.....==========	0/0	62.74	99.35	resfinder	DQ157752	ere(A)	Erythromycin	ere(A)
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_64327	210	1094	-	mph(G)_1	1-885/885	===============	0/0	100.00	99.77	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_64327	1099	2302	-	mef(C)_1	21-1224/1224	===============	0/0	98.37	99.83	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR2938325	/home/user/ww_amr_batch/contigs/SRR2938325.contigs.fa	k141_70261	5992	6843	+	sul1_9	1-852/852	===============	0/0	100.00	100.00	resfinder	AY963803	sul1	Sulfamethoxazole	sul1
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_101403	1913	2908	-	cfxA6_1	1-996/996	===============	0/0	100.00	99.70	resfinder	GQ342996	cfxA6		cfxA6
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_102369	100	542	+	nimD_1	1-443/495	==============.	0/0	89.49	99.10	resfinder	X76949	nimD	Metronidazole	nimD
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_110153	224	1060	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_110153	1060	1862	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_111206	23	1305	-	tet(32)_1	1-1283/1920	===========....	0/0	66.82	97.19	resfinder	EU722333	tet(32)	Doxycycline;Minocycline;Tetracycline	tet(32)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_113967	983	1471	-	dfrD_1	1-489/489	===============	0/0	100.00	99.80	resfinder	Z50141	dfrD	Trimethoprim	dfrD
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_114314	777	1997	-	tet(40)_1	1-1221/1221	===============	0/0	100.00	99.92	resfinder	FJ158002	tet(40)	Doxycycline;Tetracycline	tet(40)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_116861	60	750	-	aadA7_1	108-798/798	..=============	0/0	86.59	98.41	resfinder	AF224733	aadA7	Spectinomycin;Streptomycin	aadA7
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_117352	413	1166	-	tet(G)_1	423-1176/1176	.....==========	0/0	64.12	92.71	resfinder	AF133139	tet(G)	Doxycycline;Tetracycline	tet(G)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_121045	42	695	+	aadA2_1	18-671/819	=============..	0/0	79.85	99.39	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin	aadA2
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_121473	468	1230	+	erm(B)_18	1-762/762	========/======	1/1	100.00	91.61	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_125445	556	1487	-	ant(3'')-Ia_1	34-972/972	========/======	3/7	95.88	99.04	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_14416	5546	7465	+	tet(W)_5	1-1920/1920	===============	0/0	100.00	99.90	resfinder	AJ427422	tet(W)	Doxycycline;Minocycline;Tetracycline	tet(W)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_14538	35	901	+	ant(6)-Ia_3	1-867/867	===============	0/0	100.00	100.00	resfinder	KF864551	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_15569	571	1107	+	catS_1	1-537/537	===============	0/0	100.00	98.70	resfinder	X74948	catS	Chloramphenicol	catS
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_18987	1747	2241	-	lnu(C)_1	1-495/495	===============	0/0	100.00	98.79	resfinder	AY928180	lnu(C)	Lincomycin	lnu(C)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_19126	220	1386	-	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.83	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline	tet(X)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_19205	158	958	+	erm(F)_3	1-801/801	===============	0/0	100.00	100.00	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(F)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_27985	299	1451	+	tet(M)_4	1-1153/1920	==========.....	0/0	60.05	97.22	resfinder	X75073	tet(M)	Doxycycline;Minocycline;Tetracycline	tet(M)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_28843	338	1291	+	cmx_1	1-954/1176	=============..	0/0	81.12	99.58	resfinder	U85507	cmx	Chloramphenicol	cmx
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_34128	4243	4740	-	dfrG_1	1-498/498	===============	0/0	100.00	100.00	resfinder	AB205645	dfrG	Trimethoprim	dfrG
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_34937	1	1358	+	tet(44)_1	566-1923/1923	....===========	0/0	70.62	97.79	resfinder	NZ_ABDU01000081	tet(44)	Doxycycline;Minocycline;Tetracycline	tet(44)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_3745	729	1591	-	ant(6)-Ia_3	1-860/867	========/======	1/3	99.19	82.39	resfinder	KF864551	ant(6)-Ia	Streptomycin	ant(6)-Ia
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_3872	81	554	-	dfrA1_8	1-474/474	===============	0/0	100.00	99.79	resfinder	X00926	dfrA1	Trimethoprim	dfrA1
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_39409	1	775	+	mph(G)_1	98-872/885	.==============	0/0	87.57	99.61	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_53156	1	575	+	blaOXA-10_1	158-732/801	..============.	0/0	71.79	99.30	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam	blaOXA-10
SRR2938326	/home/user/ww_amr_batch/contigs/SRR2938326.contigs.fa	k141_55483	13331	15256	+	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.90	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
